"Type","Price information classification","Area","City,Town,Ward,Village code","Prefecture","City,Town,Ward,Village","District","Nearest station : Name","Nearest station : Distance","Total transaction value","Area(‡u)","Land : Price per m2","Land : Shape","Frontage","Building : Total floor area","Building : Construction year","Building : Structure","Use","Purpose of use","Frontage road : Direction","Frontage road : Width","Frontage road : Type","City planning","Building coverage ratio","Floor area ratio","Transaction timing","Transaction factors"
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Kashiwacho","Tamagawa Josui",5,59000000,120,"","","",95,"2018","W","","","South",6,"Public Road","1 Exc Low",50,80,"4th quarter 2024",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Saiwaicho","Izumi Taiikukan",5,46000000,50,"","","",90,"2024","W","","","East",4,"Private Road","1 Res",60,200,"4th quarter 2024",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sunagawacho","Musashi Sunagawa",20,8500000,55,"","","",45,"1969","W","","","","","","1 Exc Low",40,80,"4th quarter 2024",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Takamatsucho","Tachikawa",15,20000000,145,"","","",90,"1974","W","","","Southeast",4,"Public Road","Neighborhood Comm",80,200,"4th quarter 2024",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Nishisunacho","Seibu Tachikawa",10,30000000,150,"","","",160,"1995","W","","","North",8.5,"Public Road","1 Exc Low",40,80,"4th quarter 2024",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sakaecho","Kunitachi",25,43000000,115,"","","",90,"2024","W","","","West",5.2,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sakaecho","Tachihi",15,51000000,125,"","","",100,"2025","W","","","","","","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sakaecho","Izumi Taiikukan",20,49000000,100,"","","",80,"2025","W","","","East",5,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sakaecho","Izumi Taiikukan",15,37000000,125,"","","",95,"2008","W","","","Northeast",4.5,"Private Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Nishi Tachikawa","",46000000,115,"","","",90,"2024","W","","","North",5,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Shibasaki Taiikukan",20,33000000,100,"","","",80,"2014","W","","","","","","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa",20,58000000,115,"","","",105,"2025","W","","","East",3,"Public Road","1 Exc Low",50,100,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa",20,56000000,95,"","","",100,"2024","W","","","","","Private Road","1 Res",60,160,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa",15,65000000,110,"","","",140,"2008","W","","","East",4,"Public Road","1 Exc Med",60,160,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa",15,68000000,115,"","","",105,"2025","W","","","North",5.4,"Public Road","1 Exc Med",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa",15,70000000,115,"","","",105,"2025","W","","","North",5.4,"Public Road","1 Exc Med",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa",20,43000000,70,"","","",85,"2025","W","","","","","","1 Res",60,200,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Wakabacho","Kunitachi","",35000000,105,"","","",80,"2024","W","","","",4,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sakaecho","Tachihi",25,30000000,75,"","","",75,"1982","W","","","","","","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sakaecho","Kunitachi","",49000000,150,"","","",90,"1994","W","","","Northwest",6,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sakaecho","Tachihi",15,29000000,100,"","","",90,"1986","W","","","Northeast",5,"Private Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sakaecho","Kunitachi","",42000000,140,"","","",110,"2005","W","","","Southwest",6,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa","",47000000,125,"","","",95,"2024","W","","","South",5,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa",15,59000000,80,"","","",120,"2024","W","","","East",4,"Private Road","1 Exc Med",70,160,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Nishi Tachikawa",15,59000000,105,"","","",110,"2022","W","","","South",3.8,"Private Road","1 Exc Med",60,160,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Wakabacho","Kunitachi","",36000000,115,"","","",90,"2011","W","","","West",4,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Wakabacho","Kunitachi","",33000000,185,"","","",110,"1990","W","","","Northwest",6,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Sakaecho","Tachikawa","",48000000,140,"","","",100,"2004","W","","","West",6,"Private Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa","",44000000,115,"","","",90,"2024","W","","","North",5,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa","",45000000,115,"","","",95,"2024","W","","","North",5,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa","",47000000,125,"","","",100,"2024","W","","","South",5,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Tachikawa",15,58000000,125,"","","",105,"2025","W","","","North",5.4,"Public Road","1 Exc Med",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Fujimicho","Nishi Tachikawa",15,54000000,80,"","","",100,"2025","W","","","Northeast",5.4,"Public Road","1 Res",60,200,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Wakabacho","Kunitachi",25,41000000,85,"","","",70,"2025","W","","","North",5.4,"Private Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Wakabacho","Kunitachi",25,41000000,90,"","","",70,"2025","W","","","West",3.8,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Wakabacho","Takanodai",25,52000000,150,"","","",105,"2025","W","","","West",5,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,41000000,120,"","","",100,"2025","W","","","West",5,"Public Road","Industrial",60,200,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Seibu Tachikawa",20,41000000,115,"","","",100,"2024","W","","","","","","1 Exc Med",60,200,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Seibu Tachikawa",20,41000000,115,"","","",100,"2024","W","","","","","","1 Exc Med",60,200,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Seibu Tachikawa",10,34000000,110,"","","",85,"2024","W","","","West",6,"Public Road","Quasi-Ind",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Seibu Tachikawa",10,39000000,120,"","","",95,"2024","W","","","West",6,"Public Road","Quasi-Ind",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Seibu Tachikawa",10,36000000,120,"","","",95,"2024","W","","","West",6,"Public Road","Quasi-Ind",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,45000000,115,"","","",100,"2025","W","","","East",5,"Public Road","Industrial",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,45000000,120,"","","",100,"2025","W","","","East",5,"Public Road","Industrial",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,45000000,110,"","","",95,"2025","W","","","West",5,"Public Road","Industrial",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,45000000,110,"","","",100,"2025","W","","","West",5,"Public Road","Industrial",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,43000000,105,"","","",110,"2025","W","","","East",5,"Public Road","Industrial",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,42000000,110,"","","",95,"2025","W","","","West",5,"Public Road","Industrial",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,42000000,125,"","","",105,"2025","W","","","West",5,"Public Road","Industrial",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,39000000,105,"","","",95,"2025","W","","","West",5,"Public Road","Industrial",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,45000000,105,"","","",110,"2025","W","","","West",5,"Public Road","Industrial",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",20,29000000,115,"","","",90,"2013","W","","","South",3.6,"Public Road","1 Exc Low",40,80,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Seibu Tachikawa",20,35000000,115,"","","",100,"2024","W","","","","","","1 Exc Med",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",20,24000000,110,"","","",100,"1999","W","","","Northwest",5,"Private Road","1 Exc Med",60,200,"2nd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",10,42000000,110,"","","",95,"2025","W","","","East",5,"Public Road","Industrial",60,200,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",15,35000000,100,"","","",80,"2025","W","","","",6,"Public Road","1 Exc Low",40,80,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Ichibancho","Musashi Sunagawa",15,34000000,115,"","","",95,"2014","W","","","East",6,"Public Road","Industrial",60,200,"3rd quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Akebonocho","Tachikawa",10,45000000,45,"","","",70,"2020","W","","","Southwest",4,"Private Road","1 Exc Med",60,160,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Kamisunacho","Musashi Sunagawa",15,34000000,120,"","","",100,"2014","W","","","West",5,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Kamisunacho","Musashi Sunagawa",5,31000000,115,"","","",90,"2017","W","","","","","","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Kamisunacho","Musashi Sunagawa",25,45000000,150,"","","",105,"2025","W","","","","","","1 Exc Med",60,160,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Kamisunacho","Musashi Sunagawa",5,43000000,120,"","","",95,"2025","W","","","","","","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Kamisunacho","Musashi Sunagawa",20,35000000,105,"","","",100,"2024","W","","","East",6.5,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
"Residential Land(Land and Building)","Contract Price Information","","13202","Tokyo","Tachikawa City","Nishikicho","Tachikawa",15,64000000,125,"","","",95,"2021","W","","","North",4,"Public Road","1 Exc Low",40,80,"1st quarter 2025",""
